Clone	Chrom	kb	kbGenome	MCF7	SKBR3
RP11-148I22	9	88999.647	1626623.39	-0.064374	0.003152
RP11-95G21	9	89147.821	1626771.564	-0.066874	0.039557
RP11-44O3	9	89667.173	1627290.916	-0.015578	-0.112559
RP11-118F2	9	89826.297	1627450.04	-0.065361	NA
RP11-128O12	9	91549.88	1629173.623	0.232157	-0.046983
RP11-223A21	9	92563.612	1630187.355	0.171372	NA
CTB-172A10	9	92643.363	1630267.106	0.148132	-0.006601
RP11-54O15	9	93006.893	1630630.636	NA	-0.030906
RP11-106O17	9	93144.298	1630768.041	-0.182942	0.01352
RMC09P008	9	93202.825	1630826.568	0.021723	NA
RP11-34J23	9	93385.191	1631008.934	0.138848	-0.010309
CTD-2198F24	9	93549.53	1631173.273	0.078615	-0.137494
RP11-106N7	9	96224.798	1633848.541	NA	-0.015742
RP11-32A11	9	96430.215	1634053.958	0.189029	-0.059851
RP11-147H22	9	96444.636	1634068.379	-0.029263	-0.035354
RP11-20E13	9	97286.566	1634910.309	-0.047039	NA
RP11-96L7	9	97291.739	1634915.482	0.091279	0.024587
RP11-30N20	9	97948.024	1635571.767	-0.024193	-0.121842
RP11-4B2	9	97957.045	1635580.788	0.018087	-0.033333
RP11-84C18	9	98111.331	1635735.074	-0.136946	-0.209141
RP11-52E12	9	98250.206	1635873.949	0.028241	-0.119105
RP11-39L9	9	98274.37	1635898.113	-0.075598	0.065106
RP11-5K11	9	98443.106	1636066.849	0.024872	-1E-05
RP11-235C23	9	103700.261	1641324.004	0.089354	-0.072009
RP11-80F13	9	105543.367	1643167.11	NA	0.025161
RP11-32M4	9	105808.387	1643432.13	0.035643	0.10047
RP11-39J22	9	106020.123	1643643.866	0.100717	-0.030379
RP11-81P13	9	108423.386	1646047.129	-0.141577	-0.091683
RP11-57O13	9	108906.047	1646529.79	-0.065428	-0.064424
RP11-104M22	9	108909.398	1646533.141	0.277216	-0.078567
CTD-2020N9	9	109773.503	1647397.246	0.065717	-0.084424
RP11-4O1	9	110119.61	1647743.353	0.041211	0.039268
RP11-95J4	9	111201.222	1648824.965	-0.122377	-0.204267
RP11-10I9	9	111465.603	1649089.346	-0.1778	-0.044505
RP11-46P18	9	112353.656	1649977.399	0.016999	-0.003412
RP11-16A3	9	112784.927	1650408.67	0.191558	0.003358
RP11-46E19	9	113029.512	1650653.255	-0.057332	-0.136816
RP11-229N14	9	115037.233	1652660.976	0.055433	-0.104287
RP11-150L1	9	115788.595	1653412.338	-0.051997	-0.191529
RP11-102F20	9	116347.782	1653971.525	-0.081536	-0.191319
RP11-85P21	9	118302.371	1655926.114	-0.039223	-0.133131
RP11-165P4	9	119315.656	1656939.399	0.129189	-0.143201
RP11-13C11	9	122568.539	1660192.282	0.179725	0.003971
RP11-62A6	9	122775.838	1660399.581	0.144862	0.014621
RP11-17O4	9	127638.491	1665262.234	0.174432	0.086797
CTD-2280C3	9	127951.267	1665575.01	0.137465	0.192451
RP11-83J21	9	128928.052	1666551.795	-0.061058	0.006
RP4-763A4	9	128986.497	1666610.24	0.183482	0.001552
RP11-130E20	9	129649.976	1667273.719	0.026429	-0.029615
RP11-40A7	9	129692.658	1667316.401	0.190633	0.079442
CTD-3145B15	9	131042.781	1668666.524	NA	-0.040728
RMC09P010	9	131843.236	1669466.979	0.051985	0.092142
CTD-2063K20	9	131879.288	1669503.031	0.110863	0.07102
GS1-135I17	9	136372.045	1673895.788	0.094756	0.110838
GS1-23B11	10	0.001	1673995.788	0.221345	0.045003
RP11-10D13	10	178.399	1674174.187	0.242557	0.033188
RP11-69N2	10	340.36	1674336.148	0.142163	-0.246333
RP11-180C18	10	1482.383	1675478.171	0.224943	0.00564
RP11-111O7	10	1577.88	1675573.668	0.337238	0.04292
RP11-6H14	10	2197.185	1676192.973	0.232029	-0.052486
RP11-59D4	10	4300.67	1678296.458	0.224669	-0.071131
RP11-77O20	10	5586.356	1679582.144	0.339563	0.02719
RP11-5B23	10	6632.422	1680628.21	NA	0.051468
RP11-85M7	10	6649.013	1680644.801	0.351172	-0.068574
RP11-33J8	10	7199.611	1681195.399	0.244585	-0.120377
RP11-72C6	10	7901.407	1681897.195	0.2536905	0.017741
RP11-197K17	10	8119.992	1682115.78	0.309393	0.02777
RP11-42I17	10	8182.574	1682178.362	NA	0.033314
RP11-35I11	10	8922.794	1682918.582	0.537503	0.167059
RP11-11L13	10	11803.574	1685799.362	0.128488	NA
BAL10B2618	10	12796.951	1686792.739	-0.053915	-0.019036
RP11-40D12	10	13693.752	1687689.54	0.302067	0.097534
RP11-61P15	10	13711.454	1687707.242	0.199951	-0.015664
RP11-22K18	10	14454.874	1688450.662	0.037378	-0.057758
RP11-19L14	10	15557.234	1689553.022	0.127278	-0.011604
RP11-22B24	10	17956.487	1691952.275	-0.087905	-0.098951
RP11-60J16	10	20564.401	1694560.189	0.236418	NA
RP11-34I5	10	21377.644	1695373.432	0.033173	0.028077
RP11-230A13	10	21592.707	1695588.495	NA	0.063273
RP11-18B14	10	21849.747	1695845.535	0.075713	0.119124
RP11-43K6	10	21867.086	1695862.874	0.127046	0.013204
RP11-14A8	10	22137.943	1696133.731	NA	NA
CTD-2108N10	10	22614.145	1696609.933	0.130663	0.039074
RP11-200C22	10	22622.477	1696618.265	0.101758	-0.032374
RP11-66F24	10	22666.297	1696662.085	0.066662	0.024276
RP11-73E18	10	22794.006	1696789.794	0.041833	0.00354
RP11-73J23	10	23586.1	1697581.888	0.081605	0.020415
RP11-176P2	10	24560.174	1698555.962	0.178541	-0.015738
RP11-66P13	10	26492.582	1700488.37	-0.170679	0.01121
RP11-218D6	10	28168.714	1702164.502	NA	NA
RP11-15H10	10	29581.393	1703577.181	0.276878	-0.005848
RP11-181I11	10	30577.3	1704573.088	0.11658	-0.675889
RP11-70B16	10	34315.481	1708311.269	0.025924	-0.040564
RMC10P013	10	42856.517	1716852.305	0.09699	0.088561
RP11-48O11	10	43423.315	1717419.103	0.0542	-0.025221
RP11-20J15	10	43988.289	1717984.077	NA	-0.08809
RP11-127L3	10	44120.734	1718116.522	0.101099	-0.095194
RP11-541M12	10	48987.543	1722983.331	0.257594	0.103391
RP11-92I18	10	49922.729	1723918.517	0.114362	-0.105209
RP11-27P22	10	51483.566	1725479.354	0.015489	-0.075008
RP11-71N21	10	51553.846	1725549.634	-0.085421	-0.082172
RP11-240K9	10	52296.603	1726292.391	-0.005385	-0.101838
RP11-133C15	10	53258.858	1727254.646	0.059662	-0.070074
RP11-179B15	10	59302.188	1733297.976	-0.03625	0.399953
RP11-50A5	10	60132.931	1734128.719	-0.103894	0.863169
RP11-97A17	10	61867.015	1735862.803	0.113081	0.409038
RP11-72F15	10	61975.204	1735970.992	0.069308	0.471529
RP11-8E20	10	63911.264	1737907.052	-0.004038	0.506149
RP11-14I14	10	64541.581	1738537.369	0.040874	NA
RP11-237J7	10	66052.887	1740048.675	-0.153939	0.249914
RP11-33O2	10	67614.631	1741610.419	NA	0.215964
RP11-280H23	10	68619.638	1742615.426	-0.054878	0.333329
RP11-99D16	10	69317.615	1743313.403	0.224996	0.538344
RP11-86K9	10	69724.344	1743720.132	NA	0.48439
RP11-6P16	10	70406.735	1744402.523	0.271698	0.954715
RP11-52K17	10	70853.9	1744849.688	0.065275	0.680434
RP11-104F15	10	71424.93	1745420.718	0.203489	0.943854
RP11-41F17	10	71739.93	1745735.718	NA	0.606571
RP11-29P24	10	72009.647	1746005.435	0.151044	0.564773
RP11-58O1	10	72320.409	1746316.197	0.076718	NA
RP11-50K4	10	72570.054	1746565.842	0.099317	0.619762
RP11-69I18	10	72931.425	1746927.213	0.132898	0.989344
RP11-282N18	10	74003.815	1747999.603	NA	NA
RP11-152N13	10	74222.071	1748217.859	0.146423	0.961563
RP11-243C1	10	75117.791	1749113.579	0.071406	0.857157
RP11-45P20	10	78276.371	1752272.159	0.122941	1.078464
RP11-19C18	10	78295.696	1752291.484	0.233896	1.015438
RP11-17O5	10	78595.995	1752591.783	0.160965	1.055743
RP11-31L4	10	80373.977	1754369.765	0.113136	0.651544
RP11-93O23	10	81836.928	1755832.716	0.095724	0.292303
RP11-284D10	10	85059.693	1759055.481	-0.020912	-0.925748
RP11-9M11	10	88215.499	1762211.287	0.060459	-0.426497
RP11-380G5	10	89271.554	1763267.342	0.189839	-0.594797
CTB-46B12	10	89288.344	1763284.132	0.030777	-0.734186
RP11-2044M21	10	89288.344	1763284.132	0.04282	-0.595544
RP11-129G17	10	89676.026	1763671.814	-0.067491	-0.776062
RP11-399O19	10	90271.015	1764266.803	0.077233	-0.673446
RP11-67L13	10	92329.918	1766325.706	-0.062311	-0.848742
BAL10B2620	10	94033.504	1768029.292	0.107609	-0.575129
CTD-2247N13	10	95192.699	1769188.487	-0.018648	-0.127939
RP11-79M5	10	96647.578	1770643.366	0.198603	-0.808507
RP11-8D20	10	97762.568	1771758.356	0.180205	-0.633689
RP11-123G19	10	98832.171	1772827.959	0.312371	-0.538593
RP11-19K9	10	99294.9	1773290.688	0.089787	NA
CTD-2022D20	10	99789.236	1773785.024	NA	-0.705835
RP11-80H11	10	101067.583	1775063.371	0.286652	NA
RP11-4G4	10	101309.765	1775305.553	0.255739	NA
RP11-260L2	10	101656.64	1775652.428	0.144721	-0.767203
RP11-37L21	10	102391.122	1776386.91	0.205338	-0.746769
RP11-105N15	10	102960.61	1776956.398	0.160606	-0.808326
RP11-190J1	10	103194.473	1777190.261	-0.049215	NA
RP11-21N23	10	103584.973	1777580.761	0.183114	-0.63635
RMC10P003	10	103820.049	1777815.837	-0.557354	-0.237215
RP11-287G20	10	105823.383	1779819.171	0.111372	-0.776326
RP11-128H11	10	107185.26	1781181.048	0.040383	-0.718183
RP11-41D21	10	107840.548	1781836.336	NA	-0.93708
RP11-246B13	10	108591.212	1782587	0.005656	NA
RP11-49H17	10	108767.136	1782762.924	0.097449	-0.834326
RP11-3G2	10	110789.609	1784785.397	NA	-0.820021
RP11-182C2	10	111415.014	1785410.802	-0.009695	-0.814628
RP11-1I16	10	112985.414	1786981.202	0.016978	-0.244048
RP11-31O24	10	114185.994	1788181.782	0.202025	-0.152047
RP11-106N20	10	114530.859	1788526.647	-0.203666	-0.201688
CTD-2004N22	10	115457.657	1789453.445	NA	-0.088403
RP11-46G13	10	115612.101	1789607.889	0.149185	-0.176654
RP11-32I9	10	115887.153	1789882.941	0.203997	-0.315542
RP11-96N16	10	117471.46	1791467.248	-0.473941	-0.37435
RP11-51G15	10	120264.56	1794260.348	0.151996	-0.201319
RP11-77E11	10	120497.302	1794493.09	0.142683	-0.11095
RP11-48B22	10	121248.905	1795244.693	0.112716	-0.215426
RP11-257O17	10	121973.713	1795969.501	-0.054803	-0.295947
RP11-7P17	10	122744.643	1796740.431	0.223018	-0.296678
GS-126B28	10	122902.442	1796898.23	0.025759	-0.20324
RP11-62L18	10	122903.957	1796899.745	-0.621945	-0.262842
RP11-255D5	10	123240.163	1797235.951	-0.16279	-0.296424
RP11-262E19	10	123678.243	1797674.031	0.155209	-0.185453
RP11-162A23	10	124347.31	1798343.098	0.120824	-0.218067
RP11-70E19	10	124606.1	1798601.888	0.016191	-0.30648
RP11-47G11	10	125275.13	1799270.918	0.138975	-0.187518
RP11-5M6	10	126249.254	1800245.042	0.116462	-0.180356
RP11-8O10	10	127416.837	1801412.625	0.166672	-0.501108
RP11-16P8	10	127765.159	1801760.947	0.072337	-0.32886
RP11-32H11	10	128241.694	1802237.482	0.016182	-0.173248
RP11-82L9	10	128709.469	1802705.257	-0.2424985	-0.357276
RP11-42K2	10	128795.404	1802791.192	0.077717	-0.384059
RP11-31A20	10	129011.885	1803007.673	0.133905	-0.377732
RP11-48A2	10	129270.471	1803266.259	-0.085416	NA
RP11-142I8	10	132876.615	1806872.403	-0.005364	-0.429034
RP11-27F2	10	133055.266	1807051.054	-0.063883	-0.401497
RP11-35C24	10	133883.899	1807879.687	0.124206	-0.204092
GS1-261B16	10	135037.215	1808933.003	0.025008	-0.369817
RP1-44H16	11	0.001	1809033.003	-0.461183	0.204147
GS-137C7	11	522.942	1809555.945	NA	0.128794
CTB-134C7	11	522.942	1809555.945	0.225136	NA
CTD-2101H1	11	522.942	1809555.945	-0.457156	0.158231
RMC11P004	11	2149.57	1811182.573	0.549625	0.23445
RP11-120E20	11	3581.627	1812614.63	-0.300337	0.029834
RP11-348A20	11	3678.515	1812711.518	0.419209	NA
CTD-2039F9	11	3812.52	1812845.523	-0.337506	0.027107
RMC11P001	11	5230.038	1814263.041	0.559183	0.238236
RP11-222J5	11	5348.645	1814381.648	-0.535157	-0.146786
RP11-57F14	11	5371.126	1814404.129	-0.142682	-0.025734
RP11-98L18	11	6113.124	1815146.127	-0.512066	0.117862
RP11-732A19	11	6654.823	1815687.826	0.155559	0.071659
RP11-205O15	11	7256.319	1816289.322	NA	-0.102024
RP11-133H19	11	8563.218	1817596.221	-0.536294	0.045429
RP11-33H21	11	9094.218	1818127.221	-0.297629	0.074748
RP11-28I11	11	10500.349	1819533.352	-0.335895	0.401346
RP11-170F20	11	10534.162	1819567.165	-0.54001	0.161616
RP11-47D7	11	11610.582	1820643.585	-0.48921	0.070224
RP11-82L24	11	11685.348	1820718.351	-0.524668	0.047713
RP11-245K9	11	12686.089	1821719.092	NA	0.004932
RP11-98J9	11	13767.117	1822800.12	-0.420298	0.720975
RP11-21L19	11	14206.199	1823239.202	-0.389897	0.089109
RP11-72L17	11	14374.497	1823407.5	-0.186854	0.034295
RP11-7O20	11	14838.279	1823871.282	-0.042602	0.014836
RP11-23E5	11	17864.568	1826897.571	-0.074165	0.051335
RP11-80B10	11	19234.81	1828267.813	-0.203354	0.030894
RP11-13O19	11	19260.849	1828293.852	-0.225699	0.091466
RP11-199K11	11	19383.232	1828416.235	-0.291709	0.085316
RP11-62G18	11	19596.326	1828629.329	-0.224751	0.11805
RP11-11A11	11	19912.235	1828945.238	-0.165609	0.075872
RP11-2C23	11	19959.697	1828992.7	-0.188218	0.053161
RP11-56J22	11	20188.156	1829221.159	-0.18248	0.063409
RP11-15A11	11	23938.852	1832971.855	-0.360038	-0.061733
RP11-230G20	11	25056.552	1834089.555	-0.257374	0.003527
RP11-203L7	11	26546.569	1835579.572	-0.314833	0.228743
RP11-16H3	11	26560.354	1835593.357	-0.256498	0.088286
RP11-1L12	11	27041.002	1836074.005	-0.092106	NA
RP11-11N17	11	28755.876	1837788.879	-0.243207	-0.202095
RP11-236N9	11	29450.383	1838483.386	-0.311902	-0.03531
RP11-49K17	11	29464.141	1838497.144	-0.29012	0.109761
RP11-113M18	11	29797.991	1838830.994	-0.209221	0.017747
RP11-246J1	11	30504.859	1839537.862	-0.273461	-0.105183
RP11-147L8	11	30639.833	1839672.836	-0.245664	NA
RP11-215F2	11	31327.585	1840360.588	-0.339053	-0.001367
RP11-193O9	11	31327.585	1840360.588	-0.242066	-0.161719
CTD-2102F6	11	32373.794	1841406.797	0.106367	0.147039
CTD-2208J5	11	32373.794	1841406.797	-0.155655	0.154515
CTD-2115C17	11	32373.794	1841406.797	-0.061031	0.005662
RP11-127K23	11	33268.592	1842301.595	-0.100479	0.0131
RP11-51J14	11	33309.957	1842342.96	-0.160384	NA
RP11-102C11	11	33538.818	1842571.821	-0.223824	0.136859
RP11-283O4	11	33694.664	1842727.667	NA	0.024437
RP11-148L14	11	34631.734	1843664.737	-0.132485	0.272849
RP11-90F13	11	34775.916	1843808.919	-0.241592	0.003124
RP11-145B20	11	35240.786	1844273.789	-0.088755	0.229706
RP11-128F16	11	36016.248	1845049.251	-0.132663	0.204501
RP11-103P20	11	36028.789	1845061.792	-0.175893	0.048542
RP11-36H11	11	36361.005	1845394.008	-0.170248	0.118105
RP11-219O3	11	36373.104	1845406.107	-0.188176	0.055818
RP11-187A8	11	36559.559	1845592.562	-0.252672	-0.023055
RP11-102N4	11	36673.613	1845706.616	NA	-0.020101
RP11-72A10	11	36741.041	1845774.044	-0.293112	-0.019445
RP11-18B9	11	40252.687	1849285.69	-0.271979	-0.159589
RP11-114G6	11	40341.432	1849374.435	-0.306928	-0.117925
RP11-34F8	11	40886.857	1849919.86	NA	-0.056234
RP11-79G4	11	41565.971	1850598.974	-0.278651	-0.175797
RP11-150D18	11	41866.014	1850899.017	-0.303309	-0.095078
RP11-18D13	11	42825.622	1851858.625	-0.310966	-0.272174
RP11-12D19	11	43689.4	1852722.403	-0.354549	0.021083
RP11-102E22	11	44106.688	1853139.691	-0.465988	0.134649
CTD-2337C7	11	44601.13	1853634.133	-0.483168	0.196275
RP11-12C11	11	44933.747	1853966.75	-0.483116	0.122978
RP11-206I1	11	45055.132	1854088.135	-0.473054	0.088785
RP11-195J3	11	46046.387	1855079.39	0.144451	0.658354
RP11-29O22	11	46590.72	1855623.723	0.436644	0.111016
RP11-39G12	11	46590.73	1855623.733	NA	0.15431
CTD-2244P3	11	47245.301	1856278.304	0.276086	0.271522
RP11-56E13	11	47996.765	1857029.768	0.441209	0.112655
RP11-85A19	11	48098.745	1857131.748	0.518788	0.178404
RP11-171I8	11	48472.031	1857505.034	-0.134005	-0.051864
RP11-135H8	11	56376.158	1865409.161	-0.375439	0.002134
RP11-217G11	11	56628.584	1865661.587	-0.551615	0.144697
RP11-77M17	11	57147.645	1866180.648	-0.272063	0.147461
RP11-75H24	11	58499.504	1867532.507	-0.55068	0.088422
RP11-568F15	11	59214.875	1868247.878	0.061476	0.03774
RP11-205I14	11	59239.667	1868272.67	0.3994	0.051479
RP11-729B4	11	59955.803	1868988.806	-0.005791	0.023848
RP11-49D19	11	62289.643	1871322.646	0.241161	0.203319
RP11-35F11	11	62952.695	1871985.698	NA	-0.027218
RP11-660B16	11	62969.71	1872002.713	0.224612	0.156855
RP11-783K16	11	63741.36	1872774.363	0.246564	-0.080597
CTB-12F4	11	63810.389	1872843.392	-0.406051	0.205777
RP11-869B15	11	64269.793	1873302.796	0.537781	0.121472
CTD-2220I9	11	64313.688	1873346.691	0.0954	0.280063
RMC11P011	11	64346.355	1873379.358	0.595373	0.219048
RP11-548G17	11	64469.714	1873502.717	0.261227	0.339165
RP11-867O8	11	64801.983	1873834.986	0.279997	0.179348
RP11-9K14	11	65047.81	1874080.813	0.476694	0.347592
RP11-856B14	11	65062.22	1874095.223	0.46623	0.159188
RP11-675B4	11	65634.129	1874667.132	0.438701	0.252227
RP11-15L8	11	66394.361	1875427.364	0.607369	0.204138
RP11-678D20	11	66978.102	1876011.105	0.491133	-0.088087
RP11-160L9	11	67049.34	1876082.343	0.49067	0.291849
RP11-149G19	11	67802.049	1876835.052	0.505419	0.273495
CTD-2080I19	11	68482.613	1877515.616	-0.583097	0.06355
CTD-2192B11	11	69133.896	1878166.899	0.369855	NA
RP1-4E16	11	69228.802	1878261.805	0.348289	0.103692
CTB-36F16	11	69228.802	1878261.805	0.337458	0.235355
RP1-88B16	11	69241.836	1878274.839	0.365225	0.201595
RP1-162F2	11	69241.836	1878274.839	0.310354	-0.019869
RP1-17L4	11	69360.726	1878393.729	0.383831	0.124442
CTC-437H15	11	70007.601	1879040.604	0.252914	0.177143
RP11-120P20	11	70129.382	1879162.385	0.205248	0.231195
RP11-256P19	11	71659.125	1880692.128	NA	0.37484
RP11-51M9	11	72013.493	1881046.496	0.32361	0.357059
RP11-96D22	11	72764.746	1881797.749	0.278279	0.201051
RP11-102M18	11	73337.421	1882370.424	0.337	0.27167
RP11-168B13	11	74815.152	1883848.155	0.469891	0.181965
RP11-91P18	11	74949.423	1883982.426	0.268422	-0.414653
RP11-165C10	11	75067.281	1884100.284	0.301281	0.103638
RP11-119C13	11	75623.692	1884656.695	0.170343	0.106132
RP11-672A2	11	75993.004	1885026.007	0.308198	0.075263
CTC-352E23	11	76094.882	1885127.885	0.258523	0.188111
GS-7N12	11	76760.337	1885793.34	0.385245	0.163865
RP11-98G24	11	77013.405	1886046.408	0.266505	0.109957
RP11-7H7	11	78024.613	1887057.616	0.391949	0.086731
RP11-215H8	11	78686.407	1887719.41	0.080868	0.085214
RP11-34L12	11	82259.472	1891292.475	0.486324	0.036354
RP11-102K15	11	83074.787	1892107.79	NA	0.051651
RP11-40G3	11	83096.33	1892129.333	0.033707	0.015444
RP11-342A16	11	83276.293	1892309.296	0.106703	0.009598
RP11-131C11	11	85003.451	1894036.454	0.044494	-0.033794
RP11-119M23	11	85395.055	1894428.058	NA	0.029971
RP11-233M1	11	85481.311	1894514.314	0.085898	-0.052634
RP11-89H11	11	86774.503	1895807.506	-0.548059	-0.111332
RP11-876F8	11	87714.913	1896747.916	-0.754962	-0.330235
RP11-163O18	11	92954.308	1901987.311	-0.551165	0.078564
RP11-816P15	11	93772.712	1902805.715	-0.270923	0.027517
RP11-217E8	11	93920.464	1902953.467	-0.498477	0.021963
RP11-267L1	11	97425.705	1906458.708	-0.423091	-0.120314
RP11-258C1	11	99842.715	1908875.718	-0.357185	NA
RP11-5G24	11	101181.581	1910214.584	-0.376383	0.034683
CTD-2039C11	11	101745.939	1910778.942	-0.418976	0.083283
RP11-817J15	11	101955.348	1910988.351	-0.433188	0.057589
RP11-750P5	11	102181.552	1911214.555	0.120737	0.074452
RP11-770N16	11	102255.286	1911288.289	NA	0.050752
RP11-33F6	11	102471.243	1911504.246	NA	-0.006477
RP11-51M23	11	104356.514	1913389.517	-0.542073	-0.016975
RP11-103C15	11	104433.955	1913466.958	0.67997	-0.087536
RP11-276O11	11	105294.915	1914327.918	-0.462069	0.103037
RP11-42L18	11	107454.525	1916487.528	-0.360953	0.076536
RP11-241D13	11	107572.975	1916605.978	0.762887	NA
CTD-2057A4	11	107701.85	1916734.853	-0.186954	-0.281621
RP11-964M3	11	107773.895	1916806.898	-0.313605	0.127789
RP11-759M17	11	110978.55	1920011.553	-0.468591	0.074045
RP11-262J9	11	111244.499	1920277.502	-0.381217	0.066909
RP11-47N15	11	111629.914	1920662.917	-0.568159	0.105378
CTD-2059P15	11	112817.968	1921850.971	0.569911	0.189955
CTD-2059P15C	11	112817.968	1921850.971	-0.529429	0.025527
RP11-5N6	11	112963.87	1921996.873	-0.550009	NA
RP11-36M5	11	113531.007	1922564.01	-0.68012	0.022894
RP11-279M1	11	113806.905	1922839.908	-0.44811	0.013524
RP11-823O21	11	116450.955	1925483.958	0.214304	0.134757
RP11-677N11	11	116605.01	1925638.013	0.085385	0.410012
CTD-2222B22	11	116613.441	1925646.444	3.200552	1.21379
RP11-427I17	11	116960.983	1925993.986	-0.565112	0.077683
RP11-728J1	11	117040.695	1926073.698	-0.686536	0.111404
RP11-35P15	11	117055.266	1926088.269	0.698738	0.148126
RP11-652L8	11	117293.37	1926326.373	-0.108775	0.137552
RP11-697E18	11	117476.328	1926509.331	-0.609473	0.080346
RP11-672I18	11	117844.879	1926877.882	-0.139033	NA
RP11-758F14	11	117844.879	1926877.882	-0.717114	NA
GS-415O24	11	117844.879	1926877.882	2.410897	-0.57868
RMC11P008	11	117844.879	1926877.882	-0.7261	0.320648
RP11-45N4	11	118010.991	1927043.994	0.559695	0.162673
RP11-770K18	11	118158.064	1927191.067	-0.831383	NA
RP11-712L22	11	118276.465	1927309.468	0.207838	0.147294
RP11-630O14	11	118558.565	1927591.568	-0.904763	0.199438
RP11-680A7	11	118691.674	1927724.677	-0.866852	0.079138
RP11-122H4	11	118717.024	1927750.027	-0.711262	0.111541
RP11-772G14	11	118838.358	1927871.361	-0.826195	0.174993
RP11-62A14	11	118862.085	1927895.088	-0.32198	0.113244
RP11-8K10	11	119094.961	1928127.964	-0.647065	0.112113
RP11-523F18	11	119519.646	1928552.649	-0.536856	0.412733
RP11-15I6	11	119745.597	1928778.6	-0.789238	NA
RP11-775A2	11	119745.597	1928778.6	-0.710084	0.079346
RP11-117K21	11	119805.798	1928838.801	-0.435791	0.183081
CTD-2528N2	11	120068.679	1929101.682	-0.826652	0.147593
RP11-956A8	11	120125.126	1929158.129	0.645474	0.136594
RP11-133I16	11	120200.788	1929233.791	-0.705025	0.046373
RP11-640N11	11	120290.032	1929323.035	-0.270446	-0.778967
RP11-862G10	11	120498.664	1929531.667	-0.379841	NA
RP11-158K18	11	120666.2	1929699.203	0.08872	0.057853
RP11-775A1	11	120701.149	1929734.152	-0.33138	-0.059997
RP11-96N14	11	121209.407	1930242.41	-0.530985	-0.043154
RP11-248G21	11	121238.097	1930271.1	-0.125218	-0.139633
RP11-812L16	11	121336.737	1930369.74	-1.043899	NA
RP11-166D19	11	121358.761	1930391.764	-0.067219	-0.112497
RP11-164B14	11	121835.436	1930868.439	-0.284891	-0.077909
RP11-271P14	11	121843.593	1930876.596	0.09605	0.050157
RP11-811I7	11	122056.446	1931089.449	NA	-0.226981
RP11-93E4	11	122168.351	1931201.354	-0.050919	0.135625
RP11-335F8	11	122198.129	1931231.132	-0.301853	0.051041
RP11-87O12	11	122730.727	1931763.73	-0.491925	0.147581
RP11-35M6	11	122909.75	1931942.753	-0.531446	0.223363
BAL11B2621	11	123565.358	1932598.361	0.229117	-0.117083
RP11-15J15	11	125423.861	1934456.864	-0.473924	-0.0047
RP11-112M22	11	127679.795	1936712.798	-0.648926	0.108558
RP11-17M17	11	132084.949	1941117.952	-0.616916	-0.08767
RP11-27H17	11	133589.317	1942622.32	-0.586008	0.049056
RP1-26N8	11	134482.954	1943415.957	-0.496429	-0.006516
GS1-124K20	12	0.001	1943515.957	-0.258216	0.146881
RP11-110K11	12	174.175	1943690.132	-0.188294	0.059107
RP11-24N12	12	2977.825	1946493.782	-0.00038	0.322066
BAL12B2623	12	3457.393	1946973.35	0.296772	NA
RP11-74M9	12	4177.492	1947693.449	-0.135449	NA
RP11-264F23	12	4187.702	1947703.659	0.183982	0.057851
CTD-2058B1	12	4190.88	1947706.837	-0.118163	0.085166
CTC-298G6	12	4253.198	1947769.155	-0.184667	0.019188
RP11-272L6	12	5221.28	1948737.237	-0.201421	0.055607
RMC12P003	12	11935.247	1955451.204	-0.072737	0.046272
RP11-180M15	12	12761.663	1956277.62	0.180322	-0.210316
RP11-59H1	12	12770.045	1956286.002	0.003593	-0.019665
RP11-96K24	12	13644.251	1957160.208	-0.242024	-0.309575
RP11-174L5	12	14735.668	1958251.625	-0.202497	-0.304184
RP11-233G1	12	14833.476	1958349.433	-0.099216	-0.438597
RP11-6B19	12	15664.796	1959180.753	0.275596	-0.355881
RP11-206D16	12	18416.939	1961932.896	-0.222085	-0.384825
RP11-319K17	12	18556.871	1962072.828	0.412302	-0.180592
RP11-85G7	12	18610.138	1962126.095	-0.203204	-0.28972
RP11-49G2	12	22094.434	1965610.391	-0.073656	-0.300572
GS-490C21	12	25253.386	1968769.343	-0.2564585	-0.1573043
RP11-64J22	12	25789.043	1969305	-0.264067	-0.195139
RP11-53C3	12	26255.247	1969771.204	-0.182034	-0.219348
RP11-64N21	12	27315.557	1970831.514	-0.110097	-0.36417
RP11-100P18	12	30116.438	1973632.395	-0.248561	-0.014153
RP11-73I12	12	31300.994	1974816.951	0.103338	0.131501
RP11-56J24	12	31959.002	1975474.959	-0.158701	0.08949
RP11-38F11	12	32988.635	1976504.592	0.139668	0.067161
RP11-29G23	12	43908.78	1987424.737	0.146845	-0.042963
CTD-2043O8	12	47333.592	1990849.549	NA	0.130318
RP11-270J9	12	47438.781	1990954.738	0.201447	0.202973
RP11-437F8	12	47616.258	1991132.215	0.162801	0.197335
GS-400H17	12	47658.502	1991174.459	0.156297	0.187668
CTD-2008N7	12	47663.144	1991179.101	0.144511	0.194554
RMC12P008	12	48794.831	1992310.788	-0.019007	0.305707
RP11-112M10	12	49869.895	1993385.852	0.422377	0.058856
RP11-32K17	12	50298.254	1993814.211	0.299722	0.00158
RP11-88M8	12	50917.73	1994433.687	0.346219	0.238785
RP11-97N16	12	51324.669	1994840.626	0.304365	0.196869
RP11-101H10	12	52180.087	1995696.044	0.413438	0.199559
